# time*2*pi	ke	dkedt	ke smag	dkedt smag
3.72	0.122060735	0.001674115	0.121901476	0.001817465
3.74	0.12202674	0.001699735	0.12186455	0.001846335
3.76	0.121992212	0.00172641	0.121827027	0.00187614
3.78	0.121957129	0.001754125	0.121788886	0.001907035
3.8	0.121921476	0.00178268	0.121750107	0.00193896
3.82	0.121885235	0.00181203	0.121710669	0.00197188
3.84	0.121848387	0.001842425	0.121670555	0.002005695
3.86	0.121810903	0.001874195	0.121629741	0.0020407
3.88	0.121772774	0.00190646	0.121588209	0.00207661
3.9	0.121733987	0.00193935	0.121545952	0.002112865
3.920000001	0.121694539	0.00197236	0.121502946	0.0021503
3.94	0.121654396	0.00200719	0.121459172	0.002188715
3.96	0.121613527	0.00204341	0.121414597	0.002228705
3.98	0.12157191	0.00208088	0.1213692	0.002269895
4	0.121529522	0.002119385	0.12132296	0.00231197
4.02	0.121486329	0.002159635	0.121275849	0.002355565
4.04	0.121442313	0.00220082	0.121227843	0.002400285
4.06	0.121397444	0.00224344	0.121178911	0.002446615
4.08	0.121351698	0.002287325	0.121129044	0.00249333
4.1	0.121305049	0.00233245	0.121078209	0.002541785
4.12	0.121257474	0.00237874	0.121026424	0.002589215
4.14	0.12120892	0.00242769	0.120973623	0.002640065
4.16	0.121159406	0.0024757	0.120919775	0.00269238
4.18	0.121108857	0.002527465	0.120864889	0.002744315
4.2	0.121057207	0.002582475	0.120808848	0.002802035
4.22	0.121004449	0.002637905	0.12075164	0.00286044
4.24	0.120950553	0.002694825	0.120693237	0.002920145
4.26	0.120895519	0.002751675	0.120633726	0.002975535
4.28	0.120839285	0.002811695	0.120572959	0.003038345
4.3	0.120781801	0.00287423	0.120510941	0.00310088
4.32	0.120723122	0.002933955	0.120447677	0.003163215
4.340000001	0.120663281	0.00299204	0.120383203	0.003223715
4.36	0.120602421	0.003042975	0.12031768	0.00327616
4.38	0.120540466	0.003097775	0.120251063	0.00333082
4.4	0.120477428	0.0031519	0.120183288	0.00338877
4.42	0.120413336	0.003204605	0.120114309	0.00344895
4.44	0.120348365	0.00324855	0.120044175	0.003506705
4.46	0.12028246	0.003295255	0.119973078	0.00355482
4.48	0.120215509	0.00334751	0.119900941	0.003606845
4.5	0.120147568	0.003397075	0.119827676	0.00366329
4.52	0.120078513	0.003452745	0.119753297	0.00371895
4.54	0.120008668	0.00349226	0.119677875	0.00377107
4.56	0.119938002	0.00353331	0.119601505	0.00381851
4.58	0.119866468	0.0035767	0.119524258	0.003862345
4.6	0.119794119	0.00361745	0.119446161	0.00390485
4.62	0.11972067	0.003672425	0.119367099	0.003953095
4.64	0.119646246	0.003721215	0.119286972	0.00400634
4.66	0.119570733	0.00377562	0.119205801	0.00405856
4.68	0.119494252	0.003824075	0.119123496	0.00411526
4.7	0.119416803	0.00387246	0.119040182	0.0041657
4.72	0.119338298	0.003925255	0.118955745	0.004221835
4.74	0.119258882	0.00397078	0.118870263	0.00427413
4.760000001	0.119178548	0.00401672	0.118783872	0.00431952
4.78	0.119097358	0.00405948	0.118696495	0.00436885
4.8	0.119015405	0.004097655	0.118608288	0.00441035
4.82	0.118932619	0.004139295	0.118519247	0.004452085
4.84	0.118849146	0.00417363	0.118429333	0.0044957
4.86	0.118765026	0.004206025	0.118338636	0.004534835
4.88	0.118680232	0.00423969	0.118247162	0.0045737
4.9	0.118594673	0.004277935	0.118154942	0.004610995
4.920000001	0.118508337	0.004316815	0.118061905	0.00465185
4.94	0.1184211	0.004361865	0.117967997	0.004695385
4.96	0.118333046	0.004402675	0.117873227	0.00473853
4.98	0.1182442	0.00444231	0.117777662	0.00477826
5	0.11815465	0.004477505	0.117681271	0.00481954
5.02	0.118064412	0.00451188	0.117584091	0.004859005
5.04	0.117973494	0.004545915	0.117486176	0.004895725
5.06	0.117881915	0.004578945	0.117387586	0.004929495
5.08	0.117789676	0.004611955	0.117288297	0.004964465
5.1	0.11769681	0.00464332	0.117188362	0.004996735
5.12	0.117603343	0.00467336	0.117087772	0.0050295
5.14	0.117509249	0.00470466	0.116986544	0.005061435
5.16	0.117414442	0.004740385	0.116884597	0.005097305
5.180000001	0.117318937	0.00477524	0.116781975	0.005131125
5.2	0.117222807	0.004806485	0.116678708	0.005163335
5.22	0.117126128	0.004833965	0.116574822	0.00519429
5.24	0.11702898	0.004857405	0.11647044	0.005219135
5.26	0.116931285	0.00488475	0.116365472	0.00524838
5.28	0.11683307	0.00491073	0.11625996	0.00527563
5.3	0.11673435	0.00493602	0.116153928	0.00530159
5.32	0.116635115	0.00496176	0.116047399	0.00532642
5.340000001	0.11653541	0.004985225	0.115940361	0.005351905
5.36	0.116435252	0.0050079	0.115832829	0.00537661
5.38	0.11633468	0.00502861	0.115724787	0.005402125
5.4	0.116233681	0.00504992	0.115616254	0.005426635
5.42	0.116132226	0.00507275	0.115507256	0.00544991
5.440000001	0.116030351	0.00509377	0.115397783	0.005473615
5.46	0.115927948	0.00512017	0.115287812	0.00549855
5.48	0.115825097	0.005142535	0.115177328	0.00552421
5.5	0.115721813	0.005164205	0.115066368	0.005547985
5.52	0.11561813	0.005184145	0.114955007	0.005568095
5.54	0.115514061	0.005203445	0.114843275	0.005586585
5.56	0.115409597	0.00522318	0.114731089	0.00560929
5.58	0.115304662	0.00524677	0.11461846	0.005631435
5.600000001	0.115199311	0.00526755	0.114505383	0.00565388
5.62	0.115093572	0.005286935	0.114391862	0.005676045
5.64	0.114987416	0.005307805	0.114277912	0.005697505
5.66	0.114880745	0.00533358	0.114163509	0.005720155
5.68	0.114773612	0.00535662	0.114048611	0.00574487
5.7	0.114665996	0.00538083	0.1139332	0.00577056
5.72	0.114557933	0.005403155	0.113817267	0.00579666
5.74	0.114449406	0.00542634	0.113700807	0.00582299
5.760000001	0.114340423	0.00544914	0.113583904	0.00584513
5.78	0.114230876	0.00547734	0.113466492	0.00587063
5.8	0.114120782	0.005504695	0.113348477	0.005900735
5.82	0.114010021	0.00553806	0.1132299	0.005928865
5.84	0.113898664	0.005567855	0.113110645	0.00596272
5.860000001	0.113786752	0.00559559	0.112990751	0.005994705
5.88	0.113674131	0.005631045	0.112870224	0.00602635
5.9	0.113560931	0.005660035	0.112749001	0.006061165
5.920000001	0.113447084	0.00569231	0.112627175	0.00609128
5.94	0.113332599	0.005724245	0.11250469	0.00612427
5.96	0.11321737	0.005761455	0.112381517	0.006158655
5.98	0.113101388	0.00579911	0.112257687	0.00619151
6	0.112984733	0.005832735	0.112133118	0.006228415
6.020000001	0.112867482	0.00586258	0.112007921	0.006259875
6.04	0.112749537	0.00589726	0.111882082	0.006291965
6.06	0.112630903	0.00593166	0.11175553	0.00632756
6.08	0.112511547	0.00596784	0.111628263	0.006363375
6.1	0.112391413	0.0060067	0.1115003	0.006398135
6.12	0.112270539	0.006043695	0.111371581	0.006435975
6.14	0.112148873	0.006083265	0.111242156	0.006471235
6.16	0.112026454	0.00612099	0.111112029	0.00650637
6.180000001	0.111903235	0.006160945	0.110981123	0.00654527
6.2	0.111779342	0.00619463	0.110849556	0.006578355
6.22	0.111654685	0.006232835	0.110717322	0.006611715
6.24	0.111529277	0.006270425	0.110584392	0.00664647
6.26	0.11140302	0.00631283	0.110450743	0.006682465
6.280000001	0.11127597	0.006352515	0.110316412	0.00671657
6.300000003	0.111148074	0.006394804	0.110181308	0.006755174
6.319999998	0.111019319	0.006437747	0.110045402	0.006795297
6.339999999	0.110889691	0.006481415	0.109908725	0.00683389
6.36	0.110759089	0.0065301	0.109771287	0.00687186
6.38	0.11062752	0.00657846	0.109633118	0.006908455
6.400000001	0.110494905	0.006630725	0.109494147	0.006948565
6.420000002	0.110361534	0.00666857	0.109354385	0.00698808
6.440000003	0.110227343	0.00670954	0.109213747	0.007031925
6.459999998	0.110092276	0.006753367	0.109072201	0.007077297
6.479999999	0.109956226	0.00680249	0.108929841	0.007117975
6.499999999	0.109819293	0.006846635	0.108786745	0.007154835
6.52	0.109681431	0.00689311	0.108642885	0.007192995
6.540000001	0.109542652	0.00693896	0.108498245	0.007232005
6.560000002	0.109402828	0.006991175	0.108352722	0.007276115
6.580000003	0.109262083	0.00703728	0.108206358	0.00731822
6.599999997	0.109120349	0.007086677	0.108059179	0.007358947
6.619999998	0.108977932	0.007120865	0.107911149	0.00740152
6.639999999	0.108834734	0.007159875	0.10776233	0.007440915
6.66	0.108690829	0.00719527	0.107612721	0.00748045
6.680000001	0.108546219	0.007230505	0.107462306	0.00752079
6.700000002	0.10840111	0.007255415	0.10731121	0.007554805
6.720000003	0.108255597	0.007275685	0.107159399	0.00759052
6.739999997	0.108109519	0.007303867	0.107006936	0.007623182
6.759999998	0.107962952	0.00732837	0.106853935	0.00765005
6.779999999	0.107815851	0.00735506	0.106700281	0.007682695
6.8	0.107668333	0.007375875	0.106545924	0.007717825
6.820000001	0.107520201	0.007406615	0.106390936	0.0077494
6.840000002	0.107371606	0.007429755	0.106235384	0.00777763
6.860000002	0.107222404	0.007460115	0.106079235	0.00780744
6.880000003	0.107072759	0.007482225	0.105922449	0.007839275
6.899999998	0.106922663	0.007504812	0.105765042	0.007870377
6.919999999	0.106772066	0.007529845	0.105607052	0.007899485
6.94	0.106620967	0.00755494	0.105448511	0.00792703
6.960000001	0.106469398	0.00757844	0.10528925	0.007963075
6.980000001	0.106317147	0.00761256	0.105129337	0.007995645
7.000000002	0.106164114	0.00765168	0.104968702	0.00803177
7.020000003	0.106010246	0.00769337	0.104807409	0.00806462
7.039999998	0.105855474	0.007738622	0.104645292	0.008105862
7.059999999	0.105699877	0.00777982	0.104482398	0.00814471
7.079999999	0.105542913	0.00784821	0.104318641	0.008187835
7.1	0.105384678	0.007911745	0.104153913	0.008236405
7.120000001	0.105225127	0.007977545	0.103987945	0.00829839
7.140000002	0.105064288	0.00804198	0.103820779	0.008358305
7.160000003	0.104902495	0.00808964	0.103652355	0.008421215
7.179999997	0.104739333	0.008158102	0.10348292	0.008471722
7.199999998	0.104575165	0.008208425	0.103312378	0.00852711
7.219999999	0.104409847	0.008265885	0.103140611	0.00858837
7.24	0.104243308	0.008326965	0.102967714	0.00864484
7.260000001	0.104075625	0.00838413	0.102793779	0.00869677
7.280000002	0.103906483	0.008457075	0.102618663	0.008755775
7.300000003	0.103736081	0.008520135	0.102442254	0.00882047
7.319999997	0.103564158	0.008596152	0.102264609	0.008882262
7.339999998	0.103391037	0.00865603	0.102085613	0.00894978
7.359999999	0.103216333	0.008735215	0.101905218	0.009019765
7.38	0.103040181	0.00880758	0.101723294	0.009096165
7.400000001	0.10286255	0.00888155	0.101540136	0.009157895
7.420000002	0.10268349	0.008953015	0.101355706	0.0092215
7.440000002	0.102502973	0.00902585	0.101169956	0.009287545
7.460000003	0.102321383	0.009079505	0.100982971	0.00934925
7.479999998	0.102138649	0.009136717	0.100794999	0.009398593
7.499999999	0.101955041	0.0091804	0.100605696	0.009465145
7.52	0.101770631	0.0092205	0.100415224	0.00952358
7.540000001	0.101585297	0.00926668	0.100223593	0.00958155
7.560000001	0.101399214	0.009304165	0.100030918	0.00963378
7.580000002	0.101212284	0.009346465	0.099837231	0.00968432
7.600000003	0.101024345	0.00939695	0.099642505	0.009736298
7.619999998	0.100835385	0.009448038	0.09944675	0.009787766
7.639999999	0.100645253	0.0095066	0.099249965	0.009839251
7.659999999	0.100454025	0.00956139	0.099051899	0.009903276
7.68	0.100261548	0.009623855	0.098852561	0.009966918
7.700000001	0.100067902	0.00968231	0.098652038	0.01002615
7.720000002	0.099873101	0.009740039	0.098450435	0.010080129
7.740000003	0.099677149	0.009797582	0.098247738	0.010134897
7.759999998	0.099480368	0.009839046	0.098043796	0.010197057
7.779999998	0.09928239	0.009898902	0.097838728	0.010253446
7.799999999	0.099082618	0.009988609	0.09763248	0.010312366
7.82	0.098881025	0.010079632	0.097424837	0.010382181
7.840000001	0.09867765	0.010168764	0.097215814	0.010451152
7.860000002	0.098472737	0.010245636	0.09700525	0.010528161
7.880000003	0.098266538	0.010309961	0.096793121	0.010606484
7.899999997	0.098058738	0.010390026	0.096579508	0.01068063
7.919999998	0.097849136	0.010480089	0.096364717	0.010739555
7.939999999	0.097637604	0.010576598	0.096148559	0.010807884
7.96	0.097423978	0.010681307	0.095930886	0.010883666
7.980000001	0.097208469	0.010775419	0.09571172	0.010958298
8.000000002	0.096991417	0.010852603	0.095490882	0.0110419
8.020000003	0.096773092	0.010916287	0.095268289	0.011129664
8.040000003	0.096553892	0.010960001	0.09504415	0.011206921
8.059999998	0.096332968	0.011046189	0.094818674	0.01127382
8.079999999	0.096110263	0.011135231	0.094592069	0.011330243
8.1	0.095885509	0.011237715	0.094364136	0.011396659
8.120000001	0.095658755	0.011337674	0.094134909	0.011461346
8.140000001	0.095430286	0.011423481	0.09390427	0.011531925
8.160000002	0.095200549	0.011486821	0.093672163	0.011605362
8.180000003	0.094969784	0.011538248	0.093438711	0.011672621
8.199999998	0.094737973	0.011590557	0.093204201	0.011725467
8.219999999	0.094505252	0.011636058	0.092968872	0.011766466
8.24	0.094271085	0.011708338	0.092732694	0.011808909
8.26	0.094035221	0.011793198	0.092495605	0.011854443
8.280000001	0.093798308	0.011845692	0.092257751	0.011892694
8.300000002	0.093560242	0.011903282	0.092018931	0.01194101
8.320000003	0.093321194	0.011952395	0.091779359	0.011978608
8.339999998	0.093080907	0.012014349	0.091539086	0.012013624
8.359999998	0.09283994	0.012048369	0.091298248	0.01204193
8.379999999	0.09259845	0.012074495	0.091057245	0.012050154
8.4	0.09235659	0.012092959	0.09081598	0.012063209
8.420000001	0.092113863	0.012136369	0.090574234	0.012087304
8.440000002	0.09187032	0.012177175	0.090332021	0.012110692
8.460000003	0.091624888	0.01227159	0.090089408	0.012130628
8.479999997	0.091378377	0.012325526	0.089846309	0.012154947
8.499999998	0.091131344	0.012351684	0.089602459	0.012192507
8.519999999	0.090885601	0.012287131	0.0893583	0.012207932
8.54	0.090640659	0.012247095	0.08911466	0.012182009
8.560000001	0.09039555	0.012255447	0.088871747	0.012145651
8.580000002	0.090148348	0.012360093	0.088629231	0.012125778
8.600000003	0.089899077	0.012463562	0.088385364	0.012193355
8.620000003	0.089650471	0.012430291	0.088139675	0.012284445
8.639999998	0.089403348	0.012356145	0.087893768	0.012295398
8.659999999	0.089157911	0.012271871	0.08764952	0.012212352
8.68	0.088913387	0.012226217	0.08740665	0.012143539
8.700000001	0.088668142	0.012262233	0.087164759	0.012094532
8.720000001	0.088422019	0.012306134	0.086922658	0.012105041
8.740000002	0.088176458	0.012278049	0.086679581	0.012153878
8.760000003	0.087931045	0.012270648	0.086437131	0.01212248
8.779999998	0.087684613	0.012321604	0.086195958	0.012058664
8.799999999	0.087436606	0.012400346	0.085955433	0.012026249
8.82	0.087187791	0.012440753	0.085713756	0.012083847
8.84	0.086938414	0.012468848	0.085471405	0.01211756
8.860000001	0.08668789	0.01252622	0.085229128	0.012113848
8.880000002	0.086437633	0.012512862	0.08498743	0.012084902
8.900000003	0.086188558	0.0124537	0.084745564	0.012093287
8.919999998	0.085937744	0.012540731	0.084503147	0.012120833
8.939999998	0.085683384	0.012717998	0.084260659	0.012124436
8.959999999	0.085429021	0.012718134	0.084017679	0.01214898
8.98	0.085177518	0.012575153	0.083773126	0.012227623
9.000000001	0.084927898	0.012481002	0.083529802	0.012166203
9.020000002	0.084677144	0.012537726	0.083288342	0.012073027
9.040000003	0.084426964	0.012508961	0.08304759	0.01203759
9.059999997	0.084178971	0.012399687	0.082806012	0.012078901
9.079999998	0.083932819	0.012307591	0.082566062	0.011997515
9.099999999	0.083687555	0.012263194	0.082328991	0.011853541
9.12	0.083443822	0.012186665	0.082093367	0.011781171
9.140000001	0.083202037	0.012089244	0.081857279	0.011804441
9.160000002	0.082962062	0.011998743	0.081622306	0.011748636
9.180000003	0.082723033	0.01195144	0.081389747	0.011627965
9.200000003	0.082485221	0.011890628	0.081158881	0.011543259
9.219999998	0.08224973	0.011774526	0.080928173	0.011535401
9.239999999	0.082015062	0.0117334	0.080698302	0.011493589
9.26	0.081780456	0.011730287	0.080470323	0.011398913
9.280000001	0.081546817	0.011681943	0.080243641	0.011334101
9.300000002	0.081315225	0.011579597	0.080017373	0.011313428
9.320000002	0.081084949	0.011513802	0.079791708	0.011283261
9.340000003	0.080854858	0.011504589	0.079566979	0.011236445
9.359999998	0.080624931	0.011496345	0.079343486	0.011174626
9.379999999	0.08039558	0.011467554	0.079120609	0.01114386
9.4	0.080167028	0.011427582	0.078897695	0.011145681
9.42	0.079938905	0.011406129	0.078674948	0.011137364
9.440000001	0.079710726	0.011408977	0.078452786	0.011108128
9.460000002	0.079483044	0.011384081	0.078230924	0.011093065
9.480000003	0.079255639	0.011370255	0.078008933	0.011099563
9.499999998	0.079028852	0.011339347	0.077786905	0.011101423
9.519999999	0.078802149	0.011335186	0.077565211	0.011084675
9.539999999	0.07857556	0.011329407	0.077343815	0.011069791
9.56	0.078348661	0.011344956	0.077122315	0.011075014
9.580000001	0.078121526	0.011356777	0.076900726	0.011079449
9.600000002	0.077894226	0.011364966	0.076678956	0.011088506
9.620000003	0.077666474	0.011387627	0.076456898	0.011102911
9.639999997	0.077438629	0.011392258	0.076235026	0.01109359
9.659999998	0.077211193	0.011371787	0.076013319	0.011085318
9.679999999	0.076984187	0.011350291	0.075791401	0.011095914
9.7	0.076757249	0.011346923	0.075569012	0.011119468
9.720000001	0.076529892	0.011367819	0.075346359	0.01113263
9.740000002	0.076302435	0.011372867	0.075123672	0.011134374
9.760000003	0.076075168	0.011363328	0.07490123	0.0111221
9.780000004	0.075847992	0.011358806	0.074679059	0.011108556
9.799999998	0.075621031	0.011348051	0.074456994	0.011103224
9.819999999	0.075393592	0.011371949	0.074234958	0.011101819
9.84	0.075165947	0.011382251	0.074012782	0.011108804
9.860000001	0.074938515	0.011371641	0.073790799	0.01109913
9.880000002	0.074711393	0.011356067	0.073568962	0.011091868
9.900000002	0.074484169	0.011361199	0.073347615	0.011067347
9.920000003	0.074256711	0.011372916	0.073126909	0.011035283
9.939999998	0.074029363	0.011367394	0.07290667	0.011011947
9.959999999	0.07380193	0.011371659	0.072686572	0.011004891
9.98	0.073574683	0.011362339	0.072466926	0.010982325
10	0.073347122	0.011378035	0.072247575	0.01096757
10.02	0.073119712	0.011370503	0.072028317	0.010962865
10.04	0.072892671	0.011352076	0.071809067	0.01096252
10.06	0.072665717	0.01134768	0.071590034	0.010951631
10.08	0.072438984	0.01133666	0.071371362	0.010933611
10.1	0.072212536	0.011322424	0.071152752	0.010930523
10.12	0.071985942	0.011329696	0.070934083	0.010933422
10.14	0.071759118	0.011341189	0.070715348	0.010936765
10.16	0.071532265	0.011342646	0.070496761	0.010929342
10.18	0.071305392	0.011343661	0.070278419	0.01091712
10.2	0.071078615	0.011338811	0.070060264	0.010907732
