t2pi,KE,-dKEdt
0,0.125000000000,0.000468709875009263
0.00628318530717959,0.124997055029,0.000468703508813222
0.0125663706143592,0.124994110098,0.000468694277827526
0.0188495559215388,0.124991165243,0.000468686081347057
0.0251327412287183,0.124988220415,0.000468683773600633
0.0314159265358979,0.124985275589,0.000468685444728116
0.0376991118430775,0.124982330740,0.000468691094727296
0.0439822971502571,0.124979385843,0.000468700644023567
0.0502654824574367,0.124976440874,0.00046871409261693
0.0565486677646163,0.124973495808,0.000468731520084198
0.0628318530717959,0.124970550620,0.000468752846846349
0.0691150383789754,0.124967605286,0.000468777993326567
0.075398223686155,0.124964659782,0.000468806800371221
0.0816814089933346,0.124961714086,0.000468839427135045
0.0879645943005142,0.124958768172,0.000468876032771672
0.0942477796076938,0.124955822016,0.00046891637854955
0.100530964914873,0.124952875595,0.000468960703201334
0.106814150222053,0.124949928882,0.000469009006727026
0.113097335529233,0.124946981854,0.000469061129970784
0.119380520836412,0.124944034486,0.000469117152510528
0.125663706143592,0.124941086754,0.000469177153924179
0.131946891450771,0.124938138632,0.000469241054632713
0.138230076757951,0.124935190097,0.000469308695484706
0.144513262065131,0.124932241125,0.000469380235631581
0.15079644737231,0.124929291691,0.000469455675074443
0.15707963267949,0.124926341771,0.000469535013814397
0.163362817986669,0.124923391340,0.000469618251848128
0.169646003293849,0.124920440374,0.000469705468756869
0.175929188601028,0.124917488847,0.000469796584962702
0.182212373908208,0.124914536736,0.000469891600464523
0.188495559215388,0.124911584015,0.00046999067441596
0.194778744522567,0.124908630659,0.000470093647663383
0.201061929829747,0.124905676644,0.000470200440631082
0.207345115136926,0.124902721946,0.000470311132893664
0.213628300444106,0.124899766540,0.000470425804030152
0.219911485751286,0.124896810401,0.000470544454040548
0.226194671058465,0.124893853504,0.000470667003345825
0.232477856365645,0.124890895825,0.000470793531526112
0.238761041672824,0.124887937338,0.000470924038579201
0.245044226980004,0.124884978019,0.000471058524506198
0.251327412287183,0.124882017842,0.000471196989307101
0.257610597594363,0.124879056783,0.000471339432980806
0.263893782901543,0.124876094816,0.000471485855528419
0.270176968208722,0.124873131917,0.000471636256949938
0.276460153515902,0.124870168060,0.000471790637244256
0.282743338823081,0.124867203221,0.000471948996412483
0.289026524130261,0.124864237374,0.000472111414032536
0.295309709437441,0.124861270494,0.000472277810525392
0.30159289474462,0.124858302556,0.000472448265470073
0.3078760800518,0.124855333534,0.000472622699287557
0.314159265358979,0.124852363404,0.000472801111977845
0.320442450666159,0.124849392140,0.000472983662697877
0.326725635973339,0.124846419716,0.00047317027186863
0.333008821280518,0.124843446107,0.000473360859913291
0.339292006587698,0.124840471288,0.000473555506408674
0.345575191894877,0.124837495233,0.000473754290931594
0.351858377202057,0.124834517916,0.000473957133907445
0.358141562509236,0.124831539312,0.000474163955756098
0.364424747816416,0.124828559396,0.000474374836055475
0.370707933123596,0.124825578142,0.000474589933961413
0.376991118430775,0.124822595523,0.00047480909031807
0.383274303737955,0.124819611515,0.000475032384703371
0.389557489045134,0.124816626090,0.00047525981711621
0.395840674352314,0.124813639224,0.000475491228402955
0.402123859659494,0.124810650891,0.000475726857297366
0.408407044966673,0.124807661064,0.000475966703797235
0.414690230273853,0.124804669717,0.000476210688324641
0.420973415581032,0.124801676824,0.000476458731302769
0.427256600888212,0.124798682360,0.000476710912309539
0.433539786195392,0.124795686298,0.000476967390500791
0.439822971502571,0.124792688611,0.000477228006720688
0.446106156809751,0.124789689274,0.000477492681390199
0.45238934211693,0.124786688261,0.000477761653244189
0.45867252742411,0.124783685544,0.000478034922282663
0.464955712731289,0.124780681097,0.000478312329347571
0.471238898038469,0.124777674894,0.000478593954019041
0.477522083345649,0.124774666908,0.000478879875874992
0.483805268652828,0.124771657112,0.0004791700153364
0.490088453960008,0.124768645480,0.000479464372403266
0.496371639267187,0.124765631985,0.00047976294707559
0.502654824574367,0.124762616601,0.000480065818933499
0.508938009881546,0.124759599300,0.000480373067551601
0.515221195188726,0.124756580055,0.000480684533774057
0.521504380495906,0.124753558840,0.000481000297180994
0.527787565803085,0.124750535627,0.000481320357772412
0.534070751110265,0.124747510390,0.000481644795124027
0.540353936417444,0.124744483100,0.000481973609235831
0.546637121724624,0.124741453731,0.000482306640954194
0.552920307031804,0.124738422256,0.000482644049433857
0.559203492338983,0.124735388647,0.000482985834673713
0.565486677646163,0.124732352877,0.000483332076252786
0.571769862953342,0.124729314917,0.000483682615015236
0.578053048260522,0.124726274742,0.000484037530537879
0.584336233567702,0.124723232322,0.000484396981976555
0.590619418874881,0.124720187630,0.000484760730599712
0.596902604182061,0.124717140639,0.000485128855983062
0.60318578948924,0.124714091321,0.000485501517281341
0.60946897479642,0.124711039647,0.00048587863491994
0.615752160103599,0.124707985590,0.000486260208896652
0.622035345410779,0.124704929121,0.000486646239210373
0.628318530717959,0.124701870213,0.000487036646285391
0.634601716025138,0.124698808838,0.000487431668854365
0.640884901332318,0.124695744966,0.000487831227338263
0.647168086639497,0.124692678570,0.000488235242162479
0.653451271946677,0.124689609621,0.000488643792901627
0.659734457253857,0.124686538091,0.000489056879555704
0.666017642561036,0.124683463951,0.000489474581703732
0.672300827868216,0.124680387172,0.000489896740189874
0.678584013175395,0.124677307727,0.000490323514169967
0.684867198482575,0.124674225585,0.000490754983220829
0.691150383789755,0.124671140718,0.000491190988187723
0.697433569096934,0.124668053097,0.00049163152907065
0.703716754404114,0.124664962694,0.000492076765024345
0.709999939711293,0.124661869478,0.000492526616469783
0.716283125018473,0.124658773422,0.000492981083410278
0.722566310325652,0.124655674495,0.000493440324998357
0.728849495632832,0.124652572668,0.000493904261657204
0.735132680940012,0.124649467911,0.000494372813810006
0.741415866247191,0.124646360196,0.000494846061033573
0.747699051554371,0.124643249492,0.000495324003327904
0.75398223686155,0.124640135771,0.000495806720269823
0.76026542216873,0.124637019001,0.000496294211860429
0.76654860747591,0.124633899154,0.000496786398521803
0.772831792783089,0.124630776199,0.000497283439408681
0.779114978090269,0.124627650106,0.000497785254944246
0.785398163397448,0.124624520845,0.000498291765551683
0.791681348704628,0.124621388387,0.00049880313038352
0.797964534011808,0.124618252700,0.00049931934944086
0.804247719318987,0.124615113755,0.000499840343147992
0.810530904626167,0.124611971521,0.000500366270657442
0.816814089933346,0.124608825967,0.000500896972814477
0.823097275240526,0.124605677064,0.000501432608776039
0.829380460547706,0.124602524779,0.000501973258116735
0.835663645854885,0.124599369082,0.000502518682107223
0.841946831162065,0.124596209943,0.000503069039901135
0.848230016469244,0.124593047330,0.000503624331496261
0.854513201776424,0.124589881213,0.000504184556897019
0.860796387083603,0.124586711560,0.000504749795678016
0.867079572390783,0.124583538340,0.000505320047838147
0.873362757697963,0.124580361521,0.000505895233801701
0.879645943005142,0.124577181073,0.000506475433146605
0.885929128312322,0.124573996963,0.000507060725450766
0.892212313619501,0.124570809160,0.000507651031135158
0.898495498926681,0.124567617632,0.000508246429776611
0.90477868423386,0.124564422347,0.000508846762222592
0.91106186954104,0.124561223275,0.000509452267203547
0.91734505484822,0.124558020381,0.000510062944719476
0.923628240155399,0.124554813635,0.000510678556039932
0.929911425462579,0.124551603005,0.000511299419472178
0.936194610769758,0.124548388457,0.000511925455441607
0.942477796076938,0.124545169960,0.00051255666394601
0.948760981384118,0.124541947480,0.000513192965407468
0.955044166691297,0.124538720987,0.000513834439406108
0.961327351998477,0.124535490446,0.000514481324672378
0.967610537305656,0.124532255824,0.000515133302896806
0.973893722612836,0.124529017090,0.000515790453657312
0.980176907920015,0.124525774210,0.000516452856529608
0.986460093227195,0.124522527152,0.000517120670670638
0.992743278534375,0.124519275880,0.000517793736925667
0.999026463841554,0.124516020364,0.000518472055293589
1.00530964914873,0.124512760568,0.000519155784929141
1.01159283445591,0.124509496460,0.000519844766676482
1.01787601976309,0.124506228006,0.000520539159693661
1.02415920507027,0.124502955172,0.00052123896397847
1.03044239037745,0.124499677924,0.000521944099954093
1.03672557568463,0.124496396229,0.000522654567620529
1.04300876099181,0.124493110053,0.00052337052613141
1.04929194629899,0.124489819361,0.000524091975487841
1.05557513160617,0.124486524119,0.000524818836113005
1.06185831691335,0.124483224293,0.000525551187584823
1.06814150222053,0.124479919848,0.000526289029901086
1.07442468752771,0.124476610750,0.000527032363061801
1.08070787283489,0.124473296964,0.000527781266645977
1.08699105814207,0.124469978455,0.00052853574065472
1.09327424344925,0.124466655188,0.000529295705507915
1.09955742875643,0.124463327129,0.00053006116120666
1.10584061406361,0.124459994243,0.000530832346483609
1.11212379937079,0.124456656493,0.000531609102182922
1.11840698467797,0.124453313846,0.000532391507883625
1.12469016998515,0.124449966264,0.000533179643161427
1.13097335529233,0.124446613713,0.000533973269284779
1.13725654059951,0.124443256158,0.000534772704564256
